outcome,date,age_group,unvaccinated_rate,vaccinated_rate,boosted_rate,crude_vaccinated_ratio,crude_boosted_ratio,age_adjusted_unvaccinated_rate,age_adjusted_vaccinated_rate,age_adjusted_boosted_rate,age_adjusted_vaccinated_ratio,age_adjusted_boosted_ratio,population_unvaccinated,population_vaccinated,population_boosted,outcome_unvaccinated,outcome_vaccinated,outcome_boosted,age_group_min,age_group_max
Hospitalizations,2022-06-04,30-49,18.6,2.1,3.3,8.9,5.6,0.0,0.0,0.0,0.0,0.0,129048,283039.0,336241.0,24,6.0,11.0,30,49
Hospitalizations,2022-12-03,30-49,16.5,5.4,4.3,3.1,3.8,0.0,0.0,0.0,0.0,0.0,114875,276921.0,347113.0,19,15.0,15.0,30,49
Cases,2021-09-11,Dec-17,222.6,33.4,0.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,73661,83778.0,0.0,164,28.0,0.0,12,17
Hospitalizations,2022-12-10,05-Nov,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92766,81208.0,21125.0,0,1.0,0.0,5,11
Cases,2022-08-06,0-4,182.6,1.2,0.0,152.2,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,297,2.0,0.0,0,4
Deaths,2021-05-08,50-64,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146538,195911.0,0.0,12,0.0,0.0,50,64
Cases,2021-09-11,50-64,226.3,64.8,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,84837,325536.0,0.0,192,211.0,0.0,50,64
Cases,2021-09-11,18-29,257.8,93.2,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,185405,298401.0,0.0,478,278.0,0.0,18,29
Deaths,2021-05-08,Dec-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165568,0.0,0.0,0,0.0,0.0,12,17
Hospitalizations,2023-08-12,0-4,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,6,0.0,0.0,0,4
Cases,2023-12-02,All,97.2,42.2,63.8,2.3,1.5,116.0,44.1,49.5,2.6,2.3,505147,862705.0,1049342.0,491,364.0,670.0,999,999
Deaths,2021-12-04,30-49,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185523,469462.0,103054.0,4,0.0,0.0,30,49
Hospitalizations,2022-12-03,80+,56.1,114.3,59.4,0.5,0.9,0.0,0.0,0.0,0.0,0.0,24971,11375.0,47102.0,14,13.0,28.0,80,200
Deaths,2022-11-12,Dec-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34246,86007.0,44506.0,0,0.0,0.0,12,17
Cases,2023-03-11,05-Nov,95.2,115.4,193.3,0.8,0.5,0.0,0.0,0.0,0.0,0.0,91381,82312.0,21210.0,87,95.0,41.0,5,11
Hospitalizations,2021-05-01,18-29,10.9,1.9,0.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,284798,107854.0,0.0,31,2.0,0.0,18,29
Cases,2022-12-10,05-Nov,167.1,194.6,189.3,0.9,0.9,0.0,0.0,0.0,0.0,0.0,92766,81208.0,21125.0,155,158.0,40.0,5,11
Hospitalizations,2023-08-12,05-Nov,0.0,0.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89770,82673.0,21260.0,0,0.0,1.0,5,11
Cases,2022-09-10,Dec-17,267.0,105.9,122.5,2.5,2.2,0.0,0.0,0.0,0.0,0.0,35208,85939.0,44085.0,94,91.0,54.0,12,17
Deaths,2023-11-04,Dec-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31567,86534.0,44661.0,0,0.0,0.0,12,17
Cases,2023-02-04,18-29,145.6,44.5,59.4,3.3,2.5,0.0,0.0,0.0,0.0,0.0,77612,213252.0,161643.0,113,95.0,96.0,18,29
Deaths,2023-04-08,All,0.2,0.0,0.1,0.0,2.0,0.1,0.0,0.1,0.0,2.3,540406,859347.0,1040563.0,1,0.0,1.0,999,999
Hospitalizations,2022-03-05,18-29,5.9,1.4,0.7,4.2,8.4,0.0,0.0,0.0,0.0,0.0,101225,221226.0,139795.0,6,3.0,1.0,18,29
Cases,2023-06-03,0-4,14.8,0.6,0.0,24.7,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,24,1.0,0.0,0,4
Deaths,2023-06-03,0-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,0,0.0,0.0,0,4
Cases,2021-07-03,30-49,26.3,9.7,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,284806,473790.0,0.0,75,46.0,0.0,30,49
Deaths,2022-01-01,80+,64.4,43.5,11.2,1.5,5.8,0.0,0.0,0.0,0.0,0.0,27932,20693.0,35560.0,18,9.0,4.0,80,200
Cases,2022-04-02,65-79,33.0,42.7,40.2,0.8,0.8,0.0,0.0,0.0,0.0,0.0,48452,51564.0,159143.0,16,22.0,64.0,65,79
Deaths,2022-12-10,50-64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35521,125371.0,246748.0,0,0.0,0.0,50,64
Hospitalizations,2023-06-03,30-49,0.9,1.1,0.9,0.8,1.0,0.0,0.0,0.0,0.0,0.0,108436,278399.0,347302.0,1,3.0,3.0,30,49
Cases,2022-11-05,80+,146.6,193.5,197.5,0.8,0.7,0.0,0.0,0.0,0.0,0.0,25236,11367.0,47086.0,37,22.0,93.0,80,200
Cases,2022-07-09,All,223.2,139.2,249.0,1.6,0.9,264.9,133.5,214.2,2.0,1.2,627781,862137.0,997177.0,1401,1200.0,2483.0,999,999
Cases,2023-04-08,05-Nov,18.7,13.3,4.7,1.4,4.0,0.0,0.0,0.0,0.0,0.0,91121,82526.0,21223.0,17,11.0,1.0,5,11
Cases,2022-07-02,50-64,462.8,177.4,235.6,2.6,2.0,0.0,0.0,0.0,0.0,0.0,41916,129677.0,240221.0,194,230.0,566.0,50,64
Cases,2021-10-09,18-29,182.2,55.9,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,172892,311257.0,0.0,315,174.0,0.0,18,29
Deaths,2021-10-02,30-49,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218778,533019.0,0.0,5,0.0,0.0,30,49
Cases,2022-11-05,0-4,77.5,4.9,0.0,15.8,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,126,8.0,0.0,0,4
Deaths,2023-09-02,65-79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39162,43414.0,171755.0,0,0.0,0.0,65,79
Hospitalizations,2022-11-05,65-79,54.4,36.9,16.9,1.5,3.2,0.0,0.0,0.0,0.0,0.0,42281,43326.0,171562.0,23,16.0,29.0,65,79
Deaths,2023-01-07,All,0.9,0.1,0.6,9.0,1.5,1.3,0.3,0.4,4.3,3.1,553739,854331.0,1040190.0,5,1.0,6.0,999,999
Cases,2021-04-03,65-79,120.8,18.5,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,105935,91962.0,0.0,128,17.0,0.0,65,79
Cases,2021-12-04,0-4,181.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,295,0.0,0.0,0,4
Deaths,2022-06-11,18-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94634,215581.0,154206.0,0,0.0,0.0,18,29
Hospitalizations,2022-02-05,Dec-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42597,97526.0,18212.0,0,0.0,0.0,12,17
Hospitalizations,2023-11-11,65-79,26.6,4.5,15.7,5.9,1.7,0.0,0.0,0.0,0.0,0.0,37622,44141.0,172402.0,10,2.0,27.0,65,79
Hospitalizations,2022-03-05,05-Nov,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105610,83554.0,0.0,1,0.0,0.0,5,11
Cases,2021-09-11,All,188.9,71.2,0.0,2.7,0.0,204.9,57.9,0.0,3.5,0.0,1046939,1475716.0,0.0,1978,1050.0,0.0,999,999
Deaths,2022-04-09,65-79,2.1,0.0,0.6,0.0,3.5,0.0,0.0,0.0,0.0,0.0,48264,51105.0,159712.0,1,0.0,1.0,65,79
Deaths,2022-06-04,Dec-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36941,93128.0,35358.0,0,0.0,0.0,12,17
Cases,2023-03-04,30-49,129.3,61.2,83.2,2.1,1.6,0.0,0.0,0.0,0.0,0.0,110600,277895.0,347260.0,143,170.0,289.0,30,49
Deaths,2023-04-08,80+,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24622,11383.0,47126.0,1,0.0,0.0,80,200
Hospitalizations,2021-04-10,18-29,5.7,1.8,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,353270,54598.0,0.0,20,1.0,0.0,18,29
Deaths,2021-11-06,All,1.9,0.3,0.0,6.3,0.0,2.8,0.3,0.0,8.2,0.0,953486,1465628.0,120427.0,18,5.0,0.0,999,999
Cases,2022-04-09,Dec-17,120.8,79.7,122.6,1.5,1.0,0.0,0.0,0.0,0.0,0.0,38070,95325.0,31808.0,46,76.0,39.0,12,17
Hospitalizations,2021-06-12,50-64,16.1,0.7,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,117767,280325.0,0.0,19,2.0,0.0,50,64
Hospitalizations,2023-01-07,30-49,16.0,4.3,3.5,3.7,4.6,0.0,0.0,0.0,0.0,0.0,112744,277305.0,347207.0,18,12.0,12.0,30,49
Hospitalizations,2021-07-10,Dec-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105323,53689.0,0.0,0,0.0,0.0,12,17
Hospitalizations,2022-09-10,30-49,10.4,3.6,2.9,2.9,3.6,0.0,0.0,0.0,0.0,0.0,124669,276027.0,346520.0,13,10.0,10.0,30,49
Cases,2022-10-01,05-Nov,69.7,76.1,150.6,0.9,0.5,0.0,0.0,0.0,0.0,0.0,94700,81441.0,19254.0,66,62.0,29.0,5,11
Deaths,2023-06-03,30-49,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108436,278399.0,347302.0,0,1.0,0.0,30,49
Cases,2023-09-09,18-29,99.7,18.7,30.9,5.3,3.2,0.0,0.0,0.0,0.0,0.0,73215,214129.0,161722.0,73,40.0,50.0,18,29
Hospitalizations,2021-06-05,Dec-17,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122939,11914.0,0.0,1,0.0,0.0,12,17
Hospitalizations,2023-11-04,18-29,2.9,0.9,1.2,3.2,2.4,0.0,0.0,0.0,0.0,0.0,69457,215124.0,162370.0,2,2.0,2.0,18,29
Hospitalizations,2021-12-04,65-79,149.2,36.0,5.3,4.1,28.2,0.0,0.0,0.0,0.0,0.0,54957,111079.0,93634.0,82,40.0,5.0,65,79
Cases,2021-04-10,30-49,339.1,26.7,0.0,12.7,0.0,0.0,0.0,0.0,0.0,0.0,455598,123661.0,0.0,1545,33.0,0.0,30,49
Hospitalizations,2022-03-12,30-49,4.5,2.7,0.9,1.7,5.0,0.0,0.0,0.0,0.0,0.0,134617,294114.0,317904.0,6,8.0,3.0,30,49
Deaths,2022-09-10,Dec-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35208,85939.0,44085.0,0,0.0,0.0,12,17
Hospitalizations,2022-08-06,Dec-17,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35790,89217.0,40287.0,2,0.0,0.0,12,17
Cases,2022-04-02,05-Nov,61.9,131.9,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,103457,90969.0,0.0,64,120.0,0.0,5,11
Deaths,2022-12-10,Dec-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33887,86131.0,44514.0,0,0.0,0.0,12,17
Hospitalizations,2022-03-12,Dec-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38897,95971.0,28723.0,0,0.0,0.0,12,17
Deaths,2021-10-09,30-49,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214640,537114.0,0.0,3,0.0,0.0,30,49
Deaths,2022-06-04,50-64,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42758,131758.0,237215.0,1,0.0,0.0,50,64
Cases,2023-11-04,Dec-17,15.8,16.2,17.9,1.0,0.9,0.0,0.0,0.0,0.0,0.0,31567,86534.0,44661.0,5,14.0,8.0,12,17
Hospitalizations,2023-03-04,80+,36.5,61.5,50.9,0.6,0.7,0.0,0.0,0.0,0.0,0.0,24686,11377.0,47125.0,9,7.0,24.0,80,200
Cases,2023-07-01,05-Nov,4.4,2.4,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,90262,82673.0,21253.0,4,2.0,0.0,5,11
Deaths,2023-11-11,50-64,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30308,125745.0,247813.0,0,0.0,1.0,50,64
Hospitalizations,2022-02-12,Dec-17,2.4,1.0,4.6,2.4,0.5,0.0,0.0,0.0,0.0,0.0,41212,95886.0,21795.0,1,1.0,1.0,12,17
Hospitalizations,2022-09-03,All,13.7,5.8,10.4,2.4,1.3,17.8,8.0,7.2,2.2,2.5,604544,842367.0,1030965.0,83,49.0,107.0,999,999
Hospitalizations,2021-06-12,Dec-17,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118282,13905.0,0.0,2,0.0,0.0,12,17
Deaths,2022-07-09,50-64,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41738,129197.0,240866.0,0,0.0,1.0,50,64
Deaths,2022-12-03,80+,12.0,26.4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,24971,11375.0,47102.0,3,3.0,0.0,80,200
Deaths,2023-02-04,80+,4.0,0.0,4.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24721,11375.0,47121.0,1,0.0,2.0,80,200
Cases,2022-07-02,30-49,337.8,163.1,301.5,2.1,1.1,0.0,0.0,0.0,0.0,0.0,127872,280840.0,339580.0,432,458.0,1024.0,30,49
Deaths,2023-11-04,All,0.2,0.0,0.2,0.0,1.0,0.2,0.0,0.1,0.0,1.9,512405,862552.0,1044756.0,1,0.0,2.0,999,999
Cases,2022-07-09,30-49,313.5,159.1,275.9,2.0,1.1,0.0,0.0,0.0,0.0,0.0,127602,280376.0,340282.0,400,446.0,939.0,30,49
Deaths,2023-08-05,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529533,860315.0,1040778.0,0,0.0,0.0,999,999
Hospitalizations,2022-03-05,50-64,8.6,3.5,0.9,2.5,9.6,0.0,0.0,0.0,0.0,0.0,46352,143917.0,219986.0,4,5.0,2.0,50,64
Hospitalizations,2023-09-02,0-4,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,3,0.0,0.0,0,4
Cases,2022-10-08,50-64,214.8,63.9,108.7,3.4,2.0,0.0,0.0,0.0,0.0,0.0,38636,125178.0,246593.0,83,80.0,268.0,50,64
Hospitalizations,2022-07-02,65-79,36.6,21.7,17.3,1.7,2.1,0.0,0.0,0.0,0.0,0.0,46481,46183.0,167465.0,17,10.0,29.0,65,79
Hospitalizations,2022-07-02,05-Nov,2.0,2.2,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,99299,90057.0,6610.0,2,2.0,0.0,5,11
Cases,2022-04-09,All,106.1,80.7,150.5,1.3,0.7,111.8,74.9,132.6,1.5,0.8,655822,898944.0,937807.0,696,725.0,1411.0,999,999
Cases,2022-10-08,All,105.2,62.2,93.1,1.7,1.1,127.4,63.6,83.5,2.0,1.5,588205,843467.0,1037728.0,619,525.0,966.0,999,999
Cases,2023-07-08,Dec-17,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32241,86577.0,44590.0,2,0.0,0.0,12,17
Hospitalizations,2022-01-08,0-4,21.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,35,0.0,0.0,0,4
Cases,2021-04-03,80+,85.5,15.2,0.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,42122,26360.0,0.0,36,4.0,0.0,80,200
Deaths,2023-07-01,All,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,532370,860333.0,1040733.0,0,0.0,1.0,999,999
Cases,2023-06-03,65-79,20.3,11.5,26.2,1.8,0.8,0.0,0.0,0.0,0.0,0.0,39483,43434.0,171732.0,8,5.0,45.0,65,79
Cases,2022-04-09,30-49,118.7,62.5,225.3,1.9,0.5,0.0,0.0,0.0,0.0,0.0,132219,289629.0,326607.0,157,181.0,736.0,30,49
Hospitalizations,2022-10-01,65-79,24.8,18.4,14.0,1.3,1.8,0.0,0.0,0.0,0.0,0.0,44363,43409.0,171376.0,11,8.0,24.0,65,79
Cases,2022-10-08,30-49,129.6,55.0,75.5,2.4,1.7,0.0,0.0,0.0,0.0,0.0,121106,276136.0,346953.0,157,152.0,262.0,30,49
Deaths,2023-07-08,80+,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24498,11383.0,47130.0,0,0.0,1.0,80,200
Deaths,2023-02-04,All,0.5,0.1,0.4,5.0,1.2,0.8,0.1,0.3,6.7,3.1,548376,856091.0,1040343.0,3,1.0,4.0,999,999
Hospitalizations,2022-01-01,All,105.7,49.6,20.9,2.1,5.1,143.9,55.1,12.8,2.6,11.2,797277,1104766.0,587380.0,843,548.0,123.0,999,999
Hospitalizations,2022-11-05,30-49,15.3,3.6,2.9,4.2,5.3,0.0,0.0,0.0,0.0,0.0,117430,276538.0,347053.0,18,10.0,10.0,30,49
Deaths,2023-02-11,65-79,2.5,4.6,0.6,0.5,4.2,0.0,0.0,0.0,0.0,0.0,40183,43393.0,171693.0,1,2.0,1.0,65,79
Hospitalizations,2023-06-03,05-Nov,0.0,0.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90556,82682.0,21243.0,0,0.0,1.0,5,11
Hospitalizations,2022-06-04,80+,63.9,63.4,81.7,1.0,0.8,0.0,0.0,0.0,0.0,0.0,26586,12627.0,45272.0,17,8.0,37.0,80,200
Cases,2023-06-03,Dec-17,6.2,6.9,9.0,0.9,0.7,0.0,0.0,0.0,0.0,0.0,32449,86581.0,44580.0,2,6.0,4.0,12,17
Cases,2022-07-09,18-29,295.2,142.3,255.2,2.1,1.2,0.0,0.0,0.0,0.0,0.0,93482,214304.0,156355.0,276,305.0,399.0,18,29
Hospitalizations,2022-11-05,80+,59.4,61.6,46.7,1.0,1.3,0.0,0.0,0.0,0.0,0.0,25236,11367.0,47086.0,15,7.0,22.0,80,200
Hospitalizations,2023-10-07,18-29,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71968,214276.0,161803.0,0,2.0,0.0,18,29
Cases,2023-02-11,50-64,240.8,64.5,92.4,3.7,2.6,0.0,0.0,0.0,0.0,0.0,34058,125536.0,246859.0,82,81.0,228.0,50,64
Hospitalizations,2021-12-11,50-64,141.2,13.2,0.0,10.7,0.0,0.0,0.0,0.0,0.0,0.0,62340,258308.0,92192.0,88,34.0,0.0,50,64
Hospitalizations,2022-12-10,80+,72.2,87.9,82.8,0.8,0.9,0.0,0.0,0.0,0.0,0.0,24925,11373.0,47104.0,18,10.0,39.0,80,200
Hospitalizations,2023-11-11,18-29,4.4,1.4,0.6,3.1,7.3,0.0,0.0,0.0,0.0,0.0,68798,215294.0,162511.0,3,3.0,1.0,18,29
Hospitalizations,2021-05-01,65-79,55.3,5.2,0.0,10.6,0.0,0.0,0.0,0.0,0.0,0.0,86807,152729.0,0.0,48,8.0,0.0,65,79
Hospitalizations,2023-11-04,65-79,18.5,13.6,12.2,1.4,1.5,0.0,0.0,0.0,0.0,0.0,37857,44044.0,172280.0,7,6.0,21.0,65,79
Deaths,2023-09-02,All,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,527182,860288.0,1040815.0,0,0.0,1.0,999,999
Hospitalizations,2022-05-07,80+,22.4,60.5,40.6,0.4,0.6,0.0,0.0,0.0,0.0,0.0,26811,13219.0,44353.0,6,8.0,18.0,80,200
Hospitalizations,2022-04-09,65-79,10.4,9.8,5.0,1.1,2.1,0.0,0.0,0.0,0.0,0.0,48264,51105.0,159712.0,5,5.0,8.0,65,79
Cases,2022-09-03,50-64,335.4,123.4,155.8,2.7,2.2,0.0,0.0,0.0,0.0,0.0,40251,125600.0,245831.0,135,155.0,383.0,50,64
Deaths,2022-05-07,30-49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130589,286382.0,331646.0,0,0.0,0.0,30,49
Hospitalizations,2023-08-12,Dec-17,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31954,86577.0,44592.0,0,2.0,0.0,12,17
Deaths,2022-09-10,50-64,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40087,125285.0,246259.0,0,0.0,1.0,50,64
Deaths,2023-07-01,80+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24502,11383.0,47130.0,0,0.0,0.0,80,200
Deaths,2022-11-05,05-Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93672,80665.0,21005.0,0,0.0,0.0,5,11
Cases,2022-04-02,50-64,108.5,36.7,68.7,3.0,1.6,0.0,0.0,0.0,0.0,0.0,45178,138856.0,227154.0,49,51.0,156.0,50,64
Deaths,2023-08-05,50-64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32496,125728.0,246934.0,0,0.0,0.0,50,64
Hospitalizations,2022-01-08,All,107.4,55.2,28.7,1.9,3.7,149.1,64.1,17.2,2.3,8.7,771844,1058475.0,641998.0,829,584.0,184.0,999,999
Deaths,2021-04-03,30-49,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,506745,105885.0,0.0,4,0.0,0.0,30,49
Hospitalizations,2022-06-11,All,8.0,7.0,7.5,1.1,1.1,10.1,9.7,5.4,1.0,1.9,640279,874417.0,979825.0,51,61.0,73.0,999,999
Cases,2021-12-11,30-49,669.8,258.5,87.1,2.6,7.7,0.0,0.0,0.0,0.0,0.0,181110,452975.0,121631.0,1213,1171.0,106.0,30,49
Cases,2022-03-12,Dec-17,61.7,21.9,52.2,2.8,1.2,0.0,0.0,0.0,0.0,0.0,38897,95971.0,28723.0,24,21.0,15.0,12,17
Deaths,2022-09-03,30-49,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125170,276368.0,345994.0,0,0.0,1.0,30,49
Deaths,2021-06-12,18-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236542,236566.0,0.0,0,0.0,0.0,18,29
Deaths,2022-11-05,50-64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36895,125268.0,246677.0,0,0.0,0.0,50,64
Hospitalizations,2021-09-04,18-29,14.8,0.3,0.0,49.3,0.0,0.0,0.0,0.0,0.0,0.0,188921,294893.0,0.0,28,1.0,0.0,18,29
Hospitalizations,2021-11-06,All,12.1,4.0,5.0,3.0,2.4,17.6,3.4,2.2,5.2,7.9,953486,1465628.0,120427.0,115,59.0,6.0,999,999
Cases,2022-11-12,30-49,171.5,75.2,106.6,2.3,1.6,0.0,0.0,0.0,0.0,0.0,116651,276645.0,347072.0,200,208.0,370.0,30,49
Deaths,2022-07-02,65-79,0.0,2.2,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46481,46183.0,167465.0,0,1.0,3.0,65,79
Hospitalizations,2021-07-03,18-29,0.9,0.4,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,224760,262359.0,0.0,2,1.0,0.0,18,29
Deaths,2023-01-07,05-Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92294,81623.0,21161.0,0,0.0,0.0,5,11
Deaths,2023-09-09,05-Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89422,82670.0,21265.0,0,0.0,0.0,5,11
Deaths,2021-10-09,50-64,10.3,0.3,0.0,34.3,0.0,0.0,0.0,0.0,0.0,0.0,77460,331279.0,0.0,8,1.0,0.0,50,64
Cases,2023-08-12,18-29,51.6,13.5,24.1,3.8,2.1,0.0,0.0,0.0,0.0,0.0,73575,214133.0,161715.0,38,29.0,39.0,18,29
Deaths,2022-02-12,30-49,3.6,0.7,0.3,5.1,12.0,0.0,0.0,0.0,0.0,0.0,139578,302103.0,296569.0,5,2.0,1.0,30,49
Deaths,2021-09-11,Dec-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73661,83778.0,0.0,0,0.0,0.0,12,17
Deaths,2023-11-11,30-49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100910,279296.0,348677.0,0,0.0,0.0,30,49
Hospitalizations,2022-02-12,80+,44.0,83.9,36.3,0.5,1.2,0.0,0.0,0.0,0.0,0.0,27303,15497.0,41310.0,12,13.0,15.0,80,200
Deaths,2022-11-12,18-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82776,212328.0,161549.0,0,0.0,0.0,18,29
Deaths,2023-04-08,50-64,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33404,125694.0,246895.0,0,0.0,1.0,50,64
Hospitalizations,2022-01-08,05-Nov,4.5,4.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,132228,46476.0,0.0,6,2.0,0.0,5,11
Deaths,2022-09-03,18-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90904,211667.0,160838.0,0,0.0,0.0,18,29
Deaths,2023-10-07,80+,16.4,8.8,4.2,1.9,3.9,0.0,0.0,0.0,0.0,0.0,24344,11392.0,47144.0,4,1.0,2.0,80,200
Deaths,2022-04-02,05-Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103457,90969.0,0.0,0,0.0,0.0,5,11
Cases,2023-01-07,Dec-17,65.5,22.0,40.4,3.0,1.6,0.0,0.0,0.0,0.0,0.0,33600,86240.0,44537.0,22,19.0,18.0,12,17
Hospitalizations,2022-12-10,18-29,12.4,3.8,4.3,3.3,2.9,0.0,0.0,0.0,0.0,0.0,80480,212671.0,161589.0,10,8.0,7.0,18,29
Deaths,2021-09-04,50-64,3.5,0.6,0.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,86807,323733.0,0.0,3,2.0,0.0,50,64
Cases,2023-04-01,30-49,95.5,35.2,54.7,2.7,1.7,0.0,0.0,0.0,0.0,0.0,109912,278121.0,347279.0,105,98.0,190.0,30,49
Deaths,2022-04-02,Dec-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38227,95562.0,31203.0,0,0.0,0.0,12,17
Deaths,2022-06-04,65-79,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46947,47490.0,165480.0,1,0.0,0.0,65,79
Hospitalizations,2021-07-10,18-29,2.3,0.4,0.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,221917,267760.0,0.0,5,1.0,0.0,18,29
